"SUBMITTER_NAME","SUBMITTER_EMAIL","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","whole_rake_density","ceratophyllum_demersum","depth_ft","potamogeton_crispus","elodea_canadensis","stuckenia_pectinata","lemna_trisulca","nymphaea_odorata","myriophyllum_spicatum","chara_sp","potamogeton_natans","potamogeton_illinoensis","potamogeton_zosteriformis","vallisneria_americana","potamogeton_praelongus","potamogeton_richardsonii","najas_flexilis","heteranthera_dubia","spirodela_polyrrhiza","lemna_minor","nuphar_variegata","algae","subbasin","potamogeton_robbinsii","potamogeton_nodosus","wolffia_sp","potamogeton_foliosus","ranunculus_aquatilis","potamogeton_pusillus","nitella_sp","myriophyllum_sibiricum","elodea_sp","potamogeton_amplifolius","nelumbo_lutea","zannichellia_palustris","utricularia_vulgaris","brasenia_schreberi","najas_guadalupensis","elodea_nuttallii","typha_sp","latitude","longitude","potamogeton_friesii","potamogeton_gramineus","typha_latifolia","lake_name","bidens_beckii","schoenoplectus_sp","zizania_sp","wolffia_columbiana","plant_height","eleocharis_acicularis","scirpus_sp","hippuris_vulgaris","no_veg_found","isoetes_echinospora","scirpus_validus","schoenoplectus_acutus","sagittaria_latifolia","stuckenia_filiformis","sparganium_americanum","phragmites_australis","sagittaria_graminea","potamogeton_pulcher","survey_notes","sparganium_eurycarpum","sagittaria_cristata","najas_minor","utricularia_minor","schoenoplectus_pungens","surface_growth","equisetum_fluviatile","fontinalis_antipyretica","eleocharis_robbinsii","juncus_sp","persicaria_amphibia.1","ranunculus_aquatilis.1","schoenoplectus_tabernaemontani.1","DUPE_STA_NBR","MISSING_LAT","MISSING_LONG"
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","10","3","2","17.06","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9482954944739,-93.563028705864,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","11","5","5","17.72","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9482986173786,-93.5623949115435,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","12","3","3","18.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9483017367662,-93.5617611171196,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","13","2","2","17.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9483048526367,-93.5611273225926,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","14","2","1","16.73","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.94830796499,-93.5604935279626,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","15","3","3","12.47","2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487141502241,-93.5693710930455,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","16","4","3","12.14","3",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487173083491,-93.5687372948116,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","17","4","3","13.45","3",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.948720462957,-93.5681034964733,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","18","4","4","13.78","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487236140477,-93.5674696980307,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","19","4","4","14.44","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487267616213,-93.5668358994838,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","20","3","2","14.76","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487299056778,-93.5662021008329,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","21","4","4","15.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.948733046217,-93.5655683020779,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","22","3","3","13.78","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487361832391,-93.5649345032191,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","23","4","4","14.11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.948739316744,-93.5643007042565,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","24","4","3","15.75","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487424467318,-93.5636669051903,NA,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","25","2","1","17.06","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487455732024,-93.5630331060206,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","26","2","2","16.4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487486961559,-93.5623993067475,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","27","3","2","16.4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487518155922,-93.561765507371,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","28","2",NA,"13.45","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487549315113,-93.5611317078915,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","29","3","2","15.75","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9487580439132,-93.5604979083088,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","30","3","2","11.48","3",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9491642284264,-93.5693755428321,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","31","4","3","11.48","1","1",NA,NA,NA,"3",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9491673866007,-93.5687417396456,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"Newman Lab University of Minnesota","newma004@umn.edu","27013300","2015-07-01","5","2025-08-18 17:26:41.666963","Raymond Newman, Chloe Fouilloux, Aislyn Keyes, Todd Mielzarek, Melaney Dunne","32","4","3","11.81","2",NA,NA,NA,NA,"1",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9491705412578,-93.5681079363546,NA,NA,NA,NA,NA,NA,NA,NA,"2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
